driverId,driver_career_starts,driver_career_avg_finish,driver_form_ewm_finish,driver_rolling_finish_last3,driver_rolling_finish_last5,driver_season_avg_finish,driver_recent_points_sum5,driver_career_podium_rate,driver_career_win_rate,driver_career_top10_rate,driver_career_dnf_rate,driver_recent_dnf_rate_5,driver_avg_grid_pos_career,driver_grid_to_finish_gain_mean,driver_championship_stand_pos,driver_championship_points,driver_circuit_starts,driver_circuit_avg_finish,driver_circuit_best_finish,driver_circuit_podiums,driver_circuit_podium_rate,driver_circuit_dnf_rate,driver_circuit_recency_weighted_finish,driver_quali_career_avg,driver_quali_rolling_avg_last3,driver_quali_rolling_avg_last5,driver_quali_vs_teammate_diff,constructor_quali_strength,grid_position,is_post_qualifying_feature,driver_historical_pace_median,driver_historical_pace_std,constructorId,constructor_career_starts,constructor_career_avg_finish,constructor_rolling_points_last5,constructor_recent_avg_finish_5,constructor_career_podium_rate,constructor_career_win_rate,constructor_reliability_dnf_rate,constructor_recent_dnf_rate_10,constructor_season_points,constructor_season_rank,constructor_circuit_starts,constructor_circuit_avg_finish,constructor_circuit_podium_rate,constructor_circuit_dnf_rate,constructor_circuit_recency_finish,constructor_pit_duration_mean,constructor_pit_duration_std,raceId,year,round,circuitId,is_monza,positionOrder,points,statusId,actual_grid,is_dnf,is_win,is_podium,is_top5,is_top10
89,1,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,2.0,43.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,26.0,26.0,26.0,2.0,16.0,21.0,1.0,85.0,2.5,29,128,16.734375,0.0,14.1,0.0,0.0,0.59375,0.4,3.0,5.0,8,19.5,0.0,0.75,19.15122533125887,23.5,1.8,240,1995,1,18,0,12,0.0,5,21,1,0,0,0,0
69,14,17.071428571428573,14.54358608640621,12.333333333333334,16.0,17.071428571428573,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.4,20.785714285714285,3.7142857142857144,25.0,0.0,1,12.0,12.0,0,0.0,0.0,12.0,14.0,14.0,14.0,0.0,18.5,18.0,1.0,89.681,13.749695928531299,18,302,17.05960264900662,0.0,15.0,0.0,0.0,0.6688741721854304,0.5,0.0,11.0,10,14.3,0.0,0.6,14.635787881980452,23.5,1.8,240,1995,1,18,0,13,0.0,5,18,1,0,0,0,0
90,57,23.473684210526315,28.692342743077827,29.666666666666668,30.2,23.473684210526315,0.0,0.017543859649122806,0.0,0.19298245614035087,0.7894736842105263,1.0,6.56140350877193,-16.912280701754387,40.0,0.0,2,19.5,7.0,0,0.0,0.5,18.63495096548091,14.0,14.0,14.0,0.0,14.0,23.0,1.0,88.41,10.95925663353054,28,0,14.0,2.0,14.0,0.02,0.0,0.15,0.15,0.0,10.0,0,14.0,0.02,0.15,14.0,23.5,1.8,240,1995,1,18,0,14,0.0,20,23,1,0,0,0,0
91,36,14.805555555555555,14.89125144630307,14.333333333333334,12.8,14.805555555555555,4.0,0.0,0.0,0.2777777777777778,0.5833333333333334,0.6,13.277777777777779,-1.5277777777777777,36.0,0.0,3,10.333333333333334,6.0,0,0.0,0.6666666666666666,10.048458312170837,12.0,12.0,12.0,4.333333333333333,11.2,19.0,1.0,86.287,11.623350800752366,15,63,14.777777777777779,2.0,15.6,0.0,0.0,0.6349206349206349,0.6,12.0,7.0,4,13.25,0.0,0.75,13.23269901930962,23.5,1.8,240,1995,1,18,0,15,0.0,10,19,1,0,0,0,0
71,40,10.15,7.671955746316733,7.333333333333333,4.8,10.15,36.0,0.525,0.225,0.6,0.35,0.2,3.325,-6.825,30.0,0.0,2,2.0,2.0,2,1.0,0.0,2.0,2.6,2.3333333333333335,2.4,-0.8,2.8,1.0,1.0,86.54,13.998099696776624,3,555,9.841441441441441,56.0,5.7,0.34234234234234234,0.14054054054054055,0.4018018018018018,0.3,23.0,4.0,17,9.823529411764707,0.35294117647058826,0.4117647058823529,7.597052913379833,23.5,1.8,240,1995,1,18,0,16,0.0,6,1,1,0,0,0,0
65,66,15.06060606060606,19.465988744782237,18.666666666666668,18.0,15.06060606060606,0.0,0.0,0.0,0.3181818181818182,0.5606060606060606,0.6,15.166666666666666,0.10606060606060606,14.0,5.0,3,9.0,4.0,0,0.0,0.3333333333333333,8.601376766377518,16.333333333333332,6.333333333333333,8.6,-1.8,8.2,4.0,1.0,91.9905,10.062965530903517,22,288,10.621527777777779,18.0,15.2,0.2152777777777778,0.052083333333333336,0.4201388888888889,0.6,19.0,6.0,10,9.1,0.3,0.4,9.27799453269207,23.5,1.8,240,1995,1,18,0,17,0.0,4,4,1,0,0,0,0
92,73,23.534246575342465,26.90131055642822,27.0,27.0,23.534246575342465,0.0,0.0,0.0,0.0958904109589041,0.8767123287671232,1.0,8.972602739726028,-14.561643835616438,29.0,0.0,4,23.25,13.0,0,0.0,1.0,23.21064297527719,25.25,25.333333333333332,25.25,-1.5,25.666666666666668,20.0,1.0,89.928,16.67599449429771,30,32,25.71875,0.0,27.5,0.0,0.0,1.0,1.0,0.0,14.0,2,27.0,0.0,1.0,27.0,23.5,1.8,240,1995,1,18,0,18,0.0,6,20,1,0,0,0,0
22,32,14.0625,9.37166612258823,10.333333333333334,7.8,14.0625,9.0,0.03125,0.0,0.375,0.53125,0.2,11.0625,-3.0,18.0,2.0,2,12.0,4.0,0,0.0,0.5,11.446368617907787,9.333333333333334,6.666666666666667,8.8,0.0,8.8,16.0,1.0,87.6895,9.211440505181859,17,128,15.7109375,14.0,9.4,0.0078125,0.0,0.6015625,0.3,13.0,5.0,8,17.75,0.0,0.875,17.35968955602275,23.5,1.8,240,1995,1,18,0,19,0.0,6,16,1,0,0,0,0
50,10,13.7,15.257616726771488,17.666666666666668,11.8,13.7,10.0,0.2,0.0,0.4,0.6,0.4,10.6,-3.1,16.0,0.0,1,16.0,16.0,0,0.0,1.0,16.0,10.6,10.666666666666666,10.0,2.4,25.2,24.0,1.0,85.0805,13.859787914052411,31,30,16.933333333333334,0.0,18.2,0.0,0.0,0.6,0.7,0.0,13.0,2,19.5,0.0,0.5,19.5,23.5,1.8,240,1995,1,18,0,20,0.0,6,24,1,0,0,0,0
79,48,17.416666666666668,19.23267915884585,17.333333333333332,17.8,17.416666666666668,0.0,0.0,0.0,0.14583333333333334,0.7083333333333334,0.8,16.833333333333332,-0.5833333333333334,25.0,0.0,3,11.0,5.0,0,0.0,0.3333333333333333,10.790248742746105,11.266666666666667,14.0,12.4,-2.2,13.5,11.0,1.0,87.339,11.060808140562816,25,752,13.066489361702128,0.0,16.3,0.1023936170212766,0.030585106382978722,0.4973404255319149,0.8,21.0,5.0,24,13.125,0.08333333333333333,0.5,14.781387924786394,23.5,1.8,240,1995,1,18,0,21,0.0,20,11,1,0,0,0,0
56,15,15.6,14.2196695447012,11.333333333333334,11.0,15.6,5.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4,9.8,-5.8,15.0,0.0,1,15.0,15.0,0,0.0,1.0,15.0,9.23076923076923,7.333333333333333,8.8,0.0,8.8,8.0,1.0,88.9305,15.853253268921593,17,128,15.7109375,14.0,9.4,0.0078125,0.0,0.6015625,0.3,13.0,5.0,8,17.75,0.0,0.875,17.35968955602275,23.5,1.8,240,1995,1,18,0,22,0.0,8,8,1,0,0,0,0
93,2,20.0,19.700000000000003,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,26.0,6.0,36.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,26.0,26.0,26.0,1.5,25.2,26.0,1.0,92.371,6.428261830112637,31,30,16.933333333333334,0.0,18.2,0.0,0.0,0.6,0.7,0.0,13.0,2,19.5,0.0,0.5,19.5,23.5,1.8,240,1995,1,18,0,23,0.0,38,26,1,0,0,0,0
49,16,14.6875,10.196809028605099,6.333333333333333,12.0,14.6875,2.0,0.0,0.0,0.4375,0.5625,0.4,8.1875,-6.5,7.0,2.0,1,20.0,20.0,0,0.0,1.0,20.0,8.733333333333333,5.666666666666667,7.4,-7.6,11.2,14.0,1.0,87.1255,13.296207666418763,15,63,14.777777777777779,2.0,15.6,0.0,0.0,0.6349206349206349,0.6,12.0,7.0,4,13.25,0.0,0.75,13.23269901930962,23.5,1.8,240,1995,1,18,0,24,0.0,10,14,1,0,0,0,0
44,16,9.9375,8.740082679937773,8.333333333333334,10.4,9.9375,2.0,0.0625,0.0,0.5625,0.125,0.2,15.4375,5.5,11.0,9.0,1,11.0,11.0,0,0.0,0.0,11.0,15.133333333333333,14.0,12.6,-3.4,14.3,10.0,1.0,87.4775,14.093113309353775,27,545,13.889908256880734,2.0,10.7,0.08623853211009175,0.014678899082568808,0.5266055045871559,0.2,61.0,3.0,16,12.125,0.125,0.5,13.465843450176246,23.5,1.8,240,1995,1,18,0,25,0.0,4,10,1,0,0,0,0
94,114,15.68421052631579,13.565236280884879,14.666666666666666,14.4,15.68421052631579,0.0,0.0,0.0,0.3157894736842105,0.5789473684210527,0.4,15.675438596491228,-0.008771929824561403,35.0,0.0,4,13.25,8.0,0,0.0,0.5,12.995612623552724,16.066666666666666,17.0,17.4,-2.2,18.5,17.0,1.0,91.183,18.87928625122813,18,302,17.05960264900662,0.0,15.0,0.0,0.0,0.6688741721854304,0.5,0.0,11.0,10,14.3,0.0,0.6,14.635787881980452,23.5,1.8,240,1995,1,18,0,26,0.0,6,17,1,0,0,0,0
71,41,10.292682926829269,10.586771235105877,12.0,7.8,16.0,26.0,0.5121951219512195,0.21951219512195122,0.5853658536585366,0.36585365853658536,0.4,3.268292682926829,-7.024390243902439,30.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,2.5,2.3333333333333335,2.4,-0.8,2.8,2.0,1.0,86.5415,13.98678599739045,3,557,9.838420107719928,51.0,6.8,0.34290843806104127,0.1400359066427289,0.4021543985637343,0.3,23.0,4.0,9,11.11111111111111,0.2222222222222222,0.4444444444444444,9.695531519569569,23.5,1.8,241,1995,2,25,0,1,10.0,1,2,0,1,1,1,1
55,87,12.32183908045977,7.992485577534419,4.666666666666667,9.0,5.0,7.0,0.14942528735632185,0.0,0.4942528735632184,0.5057471264367817,0.2,7.333333333333333,-4.988505747126437,9.0,8.0,0,14.0,15.0,0,0.0,0.15,14.0,5.857142857142857,10.333333333333334,7.4,1.2,6.8,6.0,1.0,87.9655,11.99674142818981,6,1319,9.620924943138741,19.0,9.9,0.2880970432145565,0.07960576194086429,0.42380591357088704,0.3,65.0,1.0,59,7.3559322033898304,0.3220338983050847,0.3389830508474576,10.44033674837719,23.5,1.8,241,1995,2,25,0,2,6.0,1,6,0,0,1,1,1
30,53,7.867924528301887,6.846964844223705,7.666666666666667,7.6,1.0,26.0,0.5283018867924528,0.20754716981132076,0.660377358490566,0.33962264150943394,0.4,3.8867924528301887,-3.981132075471698,14.0,4.0,0,14.0,15.0,0,0.0,0.15,14.0,1.8571428571428572,1.3333333333333333,1.4,-7.0,8.2,3.0,1.0,84.204,13.883826242177692,22,290,10.610344827586207,28.0,13.7,0.21724137931034482,0.05517241379310345,0.4206896551724138,0.6,19.0,6.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,3,4.0,1,3,0,0,1,1,1
65,67,15.08955223880597,18.602892684108454,21.666666666666668,16.8,17.0,0.0,0.0,0.0,0.31343283582089554,0.5671641791044776,0.6,15.0,-0.08955223880597014,14.0,5.0,0,14.0,15.0,0,0.0,0.15,14.0,15.5625,6.333333333333333,8.6,-1.8,8.2,11.0,1.0,91.9815,10.160971136946888,22,290,10.610344827586207,28.0,13.7,0.21724137931034482,0.05517241379310345,0.4206896551724138,0.6,19.0,6.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,4,3.0,11,11,0,0,0,1,1
49,17,15.235294117647058,15.027925868593314,12.333333333333334,13.2,24.0,2.0,0.0,0.0,0.4117647058823529,0.5882352941176471,0.4,8.529411764705882,-6.705882352941177,7.0,2.0,0,14.0,15.0,0,0.0,0.15,14.0,9.0625,5.666666666666667,7.4,-7.6,11.2,9.0,1.0,86.9345,13.281098964185645,15,65,14.923076923076923,2.0,15.8,0.0,0.0,0.6461538461538462,0.6,12.0,7.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,5,2.0,12,9,0,0,0,1,1
77,164,11.567073170731707,7.391693414299818,7.666666666666667,10.8,3.0,12.0,0.23780487804878048,0.054878048780487805,0.5182926829268293,0.4817073170731707,0.4,6.420731707317073,-5.146341463414634,4.0,6.0,0,14.0,15.0,0,0.0,0.15,14.0,5.9375,9.333333333333334,6.2,-1.2,6.8,8.0,1.0,87.885,12.493087461359995,6,1319,9.620924943138741,19.0,9.9,0.2880970432145565,0.07960576194086429,0.42380591357088704,0.3,65.0,1.0,59,7.3559322033898304,0.3220338983050847,0.3389830508474576,10.44033674837719,23.5,1.8,241,1995,2,25,0,6,1.0,12,8,0,0,0,0,1
44,17,10.823529411764707,14.431053741959552,13.666666666666666,13.4,25.0,2.0,0.058823529411764705,0.0,0.5294117647058824,0.17647058823529413,0.4,15.117647058823529,4.294117647058823,11.0,9.0,0,14.0,15.0,0,0.0,0.15,14.0,14.8125,14.0,12.6,-3.4,14.3,18.0,1.0,87.4775,14.093113309353775,27,547,13.89945155393053,2.0,12.3,0.08592321755027423,0.014625228519195612,0.526508226691042,0.3,61.0,3.0,8,14.5,0.125,0.75,15.341022911945757,23.5,1.8,241,1995,2,25,0,7,0.0,12,18,0,0,0,0,1
79,49,17.489795918367346,19.851241453249806,22.0,19.6,21.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.8,16.714285714285715,-0.7755102040816326,25.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,11.25,14.0,12.4,-2.2,13.5,15.0,1.0,87.3585,11.020811986040925,25,754,13.068965517241379,0.0,16.4,0.10212201591511937,0.03050397877984085,0.4973474801061008,0.7,21.0,5.0,18,11.555555555555555,0.2222222222222222,0.4444444444444444,13.166007523563662,23.5,1.8,241,1995,2,25,0,8,0.0,13,15,0,0,0,0,1
93,3,21.0,20.855000000000004,21.0,21.0,23.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,26.0,5.0,36.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,26.0,26.0,26.0,1.6666666666666667,25.2,20.0,1.0,92.3085,6.597776029531107,31,32,17.21875,0.0,19.4,0.0,0.0,0.625,0.7,0.0,13.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,9,0.0,14,20,0,0,0,0,1
64,1,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,15.0,10.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,25.0,25.0,25.0,2.0,24.0,25.0,1.0,91.4395,6.2970806389282235,28,2,12.0,0.0,12.0,0.0,0.0,0.5,0.5,0.0,8.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,10,0.0,62,25,1,0,0,0,1
90,58,23.310344827586206,23.55002278300059,24.0,26.8,14.0,0.0,0.017241379310344827,0.0,0.1896551724137931,0.7931034482758621,1.0,6.844827586206897,-16.46551724137931,40.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,23.0,23.0,23.0,-2.0,24.0,24.0,1.0,89.123,10.939658666411818,28,2,12.0,0.0,12.0,0.0,0.0,0.5,0.5,0.0,8.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,11,0.0,62,24,1,0,0,0,0
63,3,11.0,10.315000000000001,11.0,11.0,7.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,19.666666666666668,8.666666666666666,32.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,19.666666666666668,19.666666666666668,19.666666666666668,5.666666666666667,13.5,7.0,1.0,84.6035,18.913582470449217,25,754,13.068965517241379,0.0,16.4,0.10212201591511937,0.03050397877984085,0.4973474801061008,0.7,21.0,5.0,18,11.555555555555555,0.2222222222222222,0.4444444444444444,13.166007523563662,23.5,1.8,241,1995,2,25,0,12,0.0,4,7,1,0,0,0,0
88,83,20.987951807228917,13.566443245882205,11.333333333333334,14.8,8.0,0.0,0.012048192771084338,0.0,0.1927710843373494,0.7349397590361446,0.6,12.349397590361447,-8.63855421686747,34.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,17.5,17.5,17.5,8.5,14.3,19.0,1.0,87.7035,13.57195238481285,27,547,13.89945155393053,2.0,12.3,0.08592321755027423,0.014625228519195612,0.526508226691042,0.3,61.0,3.0,8,14.5,0.125,0.75,15.341022911945757,23.5,1.8,241,1995,2,25,0,13,0.0,4,19,1,0,0,0,0
94,115,15.773913043478261,17.91740358257517,18.333333333333332,16.4,26.0,0.0,0.0,0.0,0.3130434782608696,0.5826086956521739,0.4,15.68695652173913,-0.08695652173913043,35.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,16.125,17.0,17.4,-2.2,18.5,16.0,1.0,91.183,18.87928625122813,18,304,17.075657894736842,0.0,15.6,0.0,0.0,0.6710526315789473,0.5,0.0,11.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,14,0.0,20,16,1,0,0,0,0
81,53,16.37735849056604,15.499975969157655,17.333333333333332,14.4,11.0,0.0,0.0,0.0,0.20754716981132076,0.6226415094339622,0.6,15.679245283018869,-0.6981132075471698,22.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,14.375,13.666666666666666,14.8,-2.4,16.0,12.0,1.0,87.1045,12.53195354090202,29,130,16.653846153846153,0.0,12.5,0.0,0.0,0.6,0.4,3.0,5.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,15,0.0,10,12,1,0,0,0,0
89,2,18.0,19.800000000000004,18.0,18.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,23.5,5.5,43.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,23.5,23.5,23.5,5.0,16.0,26.0,1.0,85.0,2.5,29,130,16.653846153846153,0.0,12.5,0.0,0.0,0.6,0.4,3.0,5.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,16,0.0,20,26,1,0,0,0,0
22,33,14.212121212121213,12.741582979682349,12.666666666666666,10.8,19.0,6.0,0.030303030303030304,0.0,0.36363636363636365,0.5454545454545454,0.4,11.212121212121213,-3.0,18.0,2.0,0,14.0,15.0,0,0.0,0.15,14.0,9.75,6.666666666666667,8.8,0.0,8.8,10.0,1.0,87.535,9.138338507850984,17,130,15.784615384615385,11.0,11.7,0.007692307692307693,0.0,0.6076923076923076,0.4,13.0,5.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,17,0.0,51,10,1,0,0,0,0
50,11,14.272727272727273,16.917450872401467,16.333333333333332,15.2,20.0,6.0,0.18181818181818182,0.0,0.36363636363636365,0.6363636363636364,0.6,11.818181818181818,-2.4545454545454546,16.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,11.818181818181818,10.666666666666666,10.0,2.4,25.2,14.0,1.0,85.2615,13.614349846621334,31,32,17.21875,0.0,19.4,0.0,0.0,0.625,0.7,0.0,13.0,0,14.0,0.02,0.15,14.0,23.5,1.8,241,1995,2,25,0,18,0.0,6,14,1,0,0,0,0
14,9,7.666666666666667,4.651283275468753,3.3333333333333335,5.8,2.0,16.0,0.2222222222222222,0.0,0.6666666666666666,0.4444444444444444,0.4,5.333333333333333,-2.3333333333333335,7.0,14.0,0,14.0,15.0,0,0.0,0.15,14.0,5.333333333333333,5.0,4.8,2.2,2.8,1.0,1.0,88.149,12.617475674253471,3,557,9.838420107719928,51.0,6.8,0.34290843806104127,0.1400359066427289,0.4021543985637343,0.3,23.0,4.0,9,11.11111111111111,0.2222222222222222,0.4444444444444444,9.695531519569569,23.5,1.8,241,1995,2,25,0,19,0.0,10,1,1,0,0,0,0
87,49,14.428571428571429,11.032041522001574,11.333333333333334,13.0,6.0,1.0,0.061224489795918366,0.0,0.3469387755102041,0.5918367346938775,0.6,13.061224489795919,-1.3673469387755102,24.0,0.0,0,14.0,15.0,0,0.0,0.15,14.0,12.5,13.333333333333334,14.6,2.2,8.7,17.0,1.0,85.9235,11.055452598734695,1,803,10.176836861768368,17.0,8.6,0.29638854296388545,0.12453300124533001,0.41344956413449563,0.3,0.0,12.0,20,9.5,0.2,0.3,10.475862664058777,23.5,1.8,241,1995,2,25,0,20,0.0,44,17,1,0,0,0,0
